age,age_squared,age_x_education,bag_age_mean,bag_age_range,bag_capital_activity_ratio,bag_capital_gain_max,bag_capital_gain_mean,bag_capital_gain_std,bag_capital_loss_max,bag_capital_loss_mean,bag_capital_loss_std,bag_duration_mean,bag_education_mean,bag_education_range,bag_education_std,bag_full_time_ratio,bag_has_capital_activity,bag_high_ed_ratio,bag_hours_mean,bag_hours_range,bag_hours_std,bag_low_ed_ratio,bag_member_count,bag_net_capital_max,bag_net_capital_mean,bag_senior_ratio,bag_size,bag_size_bag,bag_unemployed_ratio,bag_unique_occupations,bag_unique_relationships,bag_unique_workclass,bag_young_ratio,capital_activity_flag,capital_both,capital_cv,capital_dominance,capital_gain,capital_loss,capital_per_capita,capital_per_hour,capital_ratio,capital_vs_bag,dependency_ratio,education_num,education_target_enc,education_tier,education_vs_bag,education_vs_bag_max,education_x_occupation,education_x_workclass,has_capital_gain,has_capital_loss,hours_inequality,hours_per_ed,hours_per_week,interview_mode,interviewer_id,is_primary_earner,log_capital_gain,log_capital_loss,log_net_capital_asset,low_ed_low_hours,marital_status,native_country_target_enc,negative_net_capital,net_capital_asset,net_capital_clean,no_capital_low_ed,occupation_target_enc,race_target_enc,relationship,sex,survey_duration_mins,workclass_target_enc,works_full_time,works_overtime,year_of_birth,young_low_ed
34,1156,238,1954.0,30.0,0.2857142857142857,7688,1573.2857142857142,2967.4448444346704,0,0.0,0.0,40.142857142857146,11.142857142857142,5.0,2.6095064302514777,0.8571428571428571,1,0.2857142857142857,45.285714285714285,25.0,14.738999126063316,0.2857142857142857,7,7688,1573.2857142857142,0.0,7,7,0.0,6,4,4,0.0,0,0,1.8849468158840919,4.883484573502723,0,0,224.75510204081633,0.0,0.0,-1573.2857142857142,1.0,7,0.8248866576363352,0,-4.142857142857142,-6.75236357310862,6.77716299203498,7.8108783797642305,0,0,0.31843516630383706,9.0,72,0,1086,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,1,0.9681661417192828,1.0528559545142508,0,1,58,1.1158397685377472,1,1,1960,0
52,2704,676,1958.2857142857142,32.0,0.0,0,0.0,0.0,0,0.0,0.0,43.714285714285715,11.285714285714286,8.0,2.138089935299395,0.7142857142857143,0,0.5714285714285714,36.714285714285715,25.0,9.250482612892615,0.42857142857142855,7,0,0.0,0.0,7,7,0.0,5,3,3,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1666666666666667,13,1.121037667320979,2,1.7142857142857135,-0.42380422101368165,15.021791148426974,13.046501011616225,0,0,0.24527794806912234,2.857142857142857,40,0,1133,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,40,1.0035770008935558,1,0,1942,0
43,1849,516,1946.0,46.0,0.3333333333333333,15024,2504.0,6133.522315929078,2547,424.5,1039.8083958114591,38.5,10.5,5.0,4.135214625627067,0.8333333333333334,1,0.3333333333333333,38.333333333333336,60.0,9.83192080250175,0.3333333333333333,6,15024,2079.5,0.16666666666666666,6,6,0.0,3,4,3,0.0,0,0,2.4485119025664983,5.997604790419162,0,0,417.3333333333333,0.0,0.0,-2504.0,1.0,12,1.0125546432438972,1,1.5,-2.635214625627067,9.008399445094724,12.04292401072267,0,0,0.24996408819919702,3.076923076923077,40,0,1174,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.7506999537578937,1.0528559545142508,0,1,20,1.0035770008935558,1,0,1951,0
39,1521,507,1951.6666666666667,33.0,0.0,0,0.0,0.0,0,0.0,0.0,31.333333333333332,12.666666666666666,7.0,0.5773502691896255,1.0,0,0.6666666666666666,56.666666666666664,12.0,20.81665999466133,0.0,3,0,0.0,0.0,3,3,0.0,2,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,13,1.121037667320979,2,0.3333333333333339,-0.24401693585629158,15.021791148426974,13.046501011616225,0,0,0.36098254326002305,3.5714285714285716,50,0,1031,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,29,1.0035770008935558,1,1,1955,0
38,1444,342,1951.4285714285713,21.0,0.0,0,0.0,0.0,0,0.0,0.0,44.857142857142854,9.571428571428571,6.0,0.7867957924694432,0.7142857142857143,0,0.0,37.857142857142854,57.0,17.985443849852317,0.5714285714285714,7,0,0.0,0.14285714285714285,7,7,0.0,6,5,3,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1666666666666667,9,0.9838673729142733,1,-0.5714285714285712,-1.3582243638980143,9.160473813522422,9.032193008042002,0,0,0.46286068731237584,4.0,40,0,1019,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,1,1,28,1.0035770008935558,1,0,1956,0
32,1024,416,1961.0,35.0,0.25,0,0.0,0.0,1902,475.5,951.0,42.25,10.5,5.0,1.7320508075688772,1.0,1,0.25,45.75,15.0,5.909032633745278,0.25,4,0,-475.5,0.0,4,4,0.0,4,3,3,0.25,1,0,0.0,0.0,0,1902,0.0,0.0,0.0,0.0,0.8,13,1.121037667320979,2,2.5,0.7679491924311228,15.432411524443967,13.046501011616225,0,1,0.12639641997316103,3.142857142857143,44,0,1172,1,0.0,7.551186867296149,0.0,0,2,1.04414817336935,1,-1902,-1902,0,1.1871085788033822,1.0528559545142508,5,0,70,1.0035770008935558,1,1,1962,0
29,841,261,1956.5,35.0,0.25,3103,775.75,1551.5,0,0.0,0.0,54.5,12.0,7.0,1.9999999999999998,1.0,1,0.75,44.0,28.0,4.966554808583781,0.25,4,3103,775.75,0.25,4,4,0.0,4,1,1,0.5,0,0,1.997425168973286,3.994850337946572,0,0,193.9375,0.0,0.0,-775.75,0.8,9,0.9838673729142733,1,-3.0,-5.0,8.583590859233839,9.032193008042002,0,0,0.11036788463519513,3.8,38,0,1368,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.9537323176926488,1.0528559545142508,0,1,37,1.0035770008935558,1,0,1965,0
47,2209,470,1949.142857142857,30.0,0.0,0,0.0,0.0,0,0.0,0.0,48.57142857142857,11.142857142857142,5.0,2.1157009420498154,0.8571428571428571,0,0.42857142857142855,40.42857142857143,25.0,7.502380574571933,0.2857142857142857,7,0,0.0,0.14285714285714285,7,7,0.0,5,4,4,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,10,0.9939053399066965,1,-1.1428571428571423,-3.2585580849069578,10.089112159421617,10.035770008935557,0,0,0.18109194490346045,3.6363636363636362,40,0,1405,1,0.0,0.0,0.0,0,0,1.04414817336935,0,0,0,0,1.0089112159421618,1.0528559545142508,4,1,53,1.0035770008935558,1,0,1947,0
70,4900,700,1940.5714285714287,38.0,0.14285714285714285,0,0.0,0.0,1672,238.85714285714286,631.9565988714279,44.57142857142857,9.428571428571429,4.0,2.0701966780270626,0.7142857142857143,1,0.14285714285714285,37.714285714285715,30.0,14.499589485157683,0.5714285714285714,7,0,-238.85714285714286,0.2857142857142857,7,7,0.0,5,2,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1666666666666667,10,0.9939053399066965,1,0.5714285714285712,-1.4987681065984915,11.871085788033822,10.035770008935557,0,0,0.3745281416830398,1.0909090909090908,12,0,1426,1,0.0,0.0,0.0,0,6,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,1,0,54,1.0035770008935558,0,0,1924,0
50,2500,450,1950.25,47.0,0.25,0,0.0,0.0,1887,471.75,943.5,47.75,8.75,4.0,1.2583057392117916,1.0,1,0.0,51.25,70.0,8.539125638299666,0.75,4,0,-471.75,0.0,4,4,0.0,3,2,3,0.0,1,0,0.0,0.0,0,1887,0.0,0.0,0.0,0.0,0.8,9,0.9838673729142733,1,0.25,-1.0083057392117916,10.68397720923044,9.032193008042002,0,1,0.1634282418813333,5.5,55,0,1053,1,0.0,7.543273346705446,0.0,0,2,1.04414817336935,1,-1887,-1887,0,1.1871085788033822,0.9118460632926051,0,1,60,1.0035770008935558,1,1,1944,0
24,576,312,1954.857142857143,28.0,0.2857142857142857,0,0.0,0.0,1902,510.57142857142856,874.4908722875762,49.0,11.857142857142858,5.0,1.864454471471609,0.8571428571428571,1,0.5714285714285714,41.42857142857143,30.0,8.695921320886454,0.14285714285714285,7,0,-510.57142857142856,0.0,7,7,0.0,5,3,3,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,13,1.121037667320979,2,1.1428571428571423,-0.7215973286144666,12.398520130004433,13.046501011616225,0,0,0.20495437456634738,2.2857142857142856,32,0,1306,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,0.9537323176926488,1.0528559545142508,1,0,42,1.0035770008935558,0,0,1970,0
43,1849,602,1951.8333333333333,30.0,0.3333333333333333,15024,2504.0,6133.522315929078,1902,317.0,776.4882484622675,39.166666666666664,11.333333333333334,5.0,2.250925735484551,0.8333333333333334,1,0.5,40.333333333333336,25.0,5.715476066494083,0.3333333333333333,6,15024,2187.0,0.16666666666666666,6,6,0.0,6,4,2,0.3333333333333333,1,0,2.4485119025664983,5.997604790419162,15024,0,417.3333333333333,455.27272727272725,15024.0,12520.0,1.0,14,1.2170465072387975,2,2.666666666666666,0.41574093118211497,16.61952010324735,14.050078012509783,1,0,0.13827764677001814,2.1333333333333333,32,0,1301,1,9.617470759403409,0.0,9.617470759403409,0,2,1.04414817336935,0,15024,15024,0,1.1871085788033822,1.0528559545142508,5,0,47,1.0035770008935558,0,0,1951,0
49,2401,490,1951.6666666666667,35.0,0.0,0,0.0,0.0,0,0.0,0.0,39.0,11.166666666666666,4.0,1.8348478592697177,1.0,0,0.3333333333333333,40.833333333333336,40.0,3.7638632635454043,0.0,6,0,0.0,0.0,6,6,0.0,5,3,3,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8571428571428571,10,0.9939053399066965,1,-1.166666666666666,-3.0015145259363836,11.497711852353822,12.113378085910274,0,0,0.08997282701702161,3.6363636363636362,40,0,1364,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1497711852353822,1.0528559545142508,0,1,40,1.2113378085910274,1,0,1945,0
29,841,464,1953.0,42.0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,13.0,6.0,3.605551275463989,1.0,0,0.6666666666666666,51.666666666666664,44.0,16.072751268321593,0.3333333333333333,3,0,0.0,0.3333333333333333,3,3,0.0,3,3,2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,16,1.3233321641437132,2,3.0,-0.6055512754639891,18.488358336525508,16.057232014296893,0,0,0.30517882155041,2.6470588235294117,45,0,1247,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,46,1.0035770008935558,1,1,1965,0
28,784,364,1956.2,19.0,0.4,7688,2573.2,3633.532606156163,0,0.0,0.0,45.8,11.0,3.0,1.8708286933869709,1.0,1,0.4,48.4,10.0,8.532291603080617,0.2,5,7688,2573.2,0.0,5,5,0.0,4,3,3,0.2,0,0,1.4115191539725598,2.986558930929998,0,0,514.64,0.0,0.0,-2573.2,0.8333333333333334,13,1.121037667320979,2,2.0,0.1291713066130291,15.021791148426974,15.419875251181622,0,0,0.17271845350365622,3.5714285714285716,50,0,1452,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,44,1.186144250090894,1,1,1966,0
43,1849,387,1955.0,38.0,0.0,0,0.0,0.0,0,0.0,0.0,47.0,11.5,12.0,2.380476142847617,1.0,0,0.5,53.75,35.0,7.5,0.25,4,0,0.0,0.0,4,4,0.0,4,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,9,0.9838673729142733,1,-2.5,-4.880476142847617,9.080200943479456,9.032193008042002,0,0,0.136986301369863,6.0,60,0,1107,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0089112159421618,1.0528559545142508,0,1,37,1.0035770008935558,1,1,1951,0
29,841,261,1950.6,49.0,0.2,10605,2121.0,4742.700180277054,0,0.0,0.0,40.6,11.2,6.0,2.6832815729997477,0.6,1,0.4,34.4,40.0,21.13764414498456,0.4,5,10605,2121.0,0.2,5,5,0.0,4,2,2,0.2,0,0,2.235014222562231,4.997643732327992,0,0,424.2,0.0,0.0,-2121.0,1.25,9,0.9838673729142733,1,-2.1999999999999993,-4.883281572999747,8.255409617318742,9.032193008042002,0,0,0.5971085916662305,3.0,30,0,1239,0,0.0,0.0,0.0,0,2,0.7591137522467994,0,0,0,0,0.917267735257638,1.0528559545142508,0,1,44,1.0035770008935558,0,0,1965,0
39,1521,507,1944.8333333333333,33.0,0.6666666666666666,15831,7640.166666666667,6906.148055657847,0,0.0,0.0,46.0,12.5,7.0,1.760681686165901,1.0,1,0.8333333333333334,47.5,24.0,12.45391504708459,0.16666666666666666,6,15831,7640.166666666667,0.16666666666666666,6,6,0.0,3,3,4,0.0,1,0,0.9038080645177892,2.071804043885096,7298,0,1273.361111111111,178.0,7298.0,-342.16666666666697,0.8571428571428571,13,1.121037667320979,2,0.5,-1.260681686165901,13.46000210450431,13.046501011616225,1,0,0.25678175354813587,2.857142857142857,40,0,1026,0,8.895492631451633,0.0,8.895492631451633,0,2,1.04414817336935,0,7298,7298,0,1.0353847772695624,1.0528559545142508,0,1,50,1.0035770008935558,1,0,1955,0
39,1521,351,1959.5,18.0,0.5,7298,3119.0,3704.044816143563,0,0.0,0.0,42.0,9.75,3.0,2.217355782608345,0.75,1,0.25,43.0,15.0,24.20743687382041,0.75,4,7298,3119.0,0.0,4,4,0.0,4,3,3,0.25,1,0,1.187193851328065,2.3391025641025642,7298,0,779.75,178.0,7298.0,4179.0,1.0,9,0.9838673729142733,1,-0.75,-2.967355782608345,10.68397720923044,9.032193008042002,1,0,0.5501690198595548,4.0,40,0,1365,1,8.895492631451633,0.0,8.895492631451633,0,2,1.04414817336935,0,7298,7298,0,1.1871085788033822,1.0528559545142508,0,1,66,1.0035770008935558,1,0,1955,0
47,2209,423,1951.6666666666667,9.0,0.3333333333333333,0,0.0,0.0,1887,629.0,1089.4599579608239,47.0,9.333333333333334,4.0,0.5773502691896258,1.0,1,0.0,47.666666666666664,10.0,15.044378795195676,0.6666666666666666,3,0,-629.0,0.0,3,3,0.0,3,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,9,0.9838673729142733,1,-0.3333333333333339,-0.9106836025229598,10.34794066711844,9.032193008042002,0,0,0.3091310711341578,6.5,65,0,1090,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1497711852353822,1.0528559545142508,0,1,45,1.0035770008935558,1,1,1947,0
35,1225,455,1948.25,26.0,0.25,7688,1922.0,3844.0000000000005,0,0.0,0.0,41.5,12.75,0.0,2.629955639676583,1.0,1,0.75,50.5,44.0,11.445523142259598,0.25,4,7688,1922.0,0.25,4,4,0.0,3,2,2,0.0,1,0,1.9989599583983362,3.997919916796672,7688,0,480.5,150.7450980392157,7688.0,5766.0,0.8,13,1.121037667320979,2,0.25,-2.379955639676583,15.432411524443967,13.046501011616225,1,0,0.22224316781086598,3.5714285714285716,50,0,1348,1,8.94754601503218,0.0,8.94754601503218,0,2,1.04414817336935,0,7688,7688,0,1.1871085788033822,1.0528559545142508,0,1,60,1.0035770008935558,1,1,1959,0
55,3025,495,1954.6,36.0,0.6,99999,21537.4,43987.51911394867,1887,377.4,843.8920547084207,47.0,11.2,7.0,1.7888543819998317,1.0,1,0.4,49.2,30.0,13.16054710108968,0.2,5,99999,21160.0,0.0,5,5,0.0,4,4,3,0.2,0,0,2.0422835082433544,4.642823979497084,0,0,4307.4800000000005,0.0,0.0,-21537.4,0.8333333333333334,9,0.9838673729142733,1,-2.1999999999999993,-3.988854381999831,9.160473813522422,9.032193008042002,0,0,0.262162292850392,4.0,40,0,1493,0,0.0,0.0,0.0,0,3,0.7530660406196886,0,0,0,0,1.0178304237247136,1.0528559545142508,2,1,42,1.0035770008935558,1,0,1939,0
35,1225,350,1956.75,30.0,0.25,3103,775.75,1551.5,0,0.0,0.0,41.0,10.25,5.0,2.8722813232690143,1.0,1,0.25,47.0,25.0,9.451631252505216,0.25,4,3103,775.75,0.0,4,4,0.0,3,1,2,0.0,0,0,1.997425168973286,3.994850337946572,0,0,193.9375,0.0,0.0,-775.75,0.8,10,0.9939053399066965,1,-0.25,-3.1222813232690143,10.353847772695623,10.035770008935557,0,0,0.19690898442719199,3.6363636363636362,40,0,1118,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,0,1,40,1.0035770008935558,1,0,1959,0
46,2116,598,1947.5,49.0,0.0,0,0.0,0.0,0,0.0,0.0,38.25,11.25,7.0,2.6299556396765835,1.0,0,0.5,48.75,0.0,12.499999999999998,0.5,4,0,0.0,0.25,4,4,0.0,3,3,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,13,1.121037667320979,2,1.75,-0.8799556396765835,13.46000210450431,14.505916990990714,0,0,0.25125628140703515,3.5714285714285716,50,0,1393,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,0,1,28,1.1158397685377472,1,1,1948,0
33,1089,429,1963.3333333333333,20.0,0.3333333333333333,15024,5008.0,8674.110444304937,0,0.0,0.0,40.666666666666664,10.0,7.0,3.0,0.6666666666666666,1,0.3333333333333333,38.333333333333336,5.0,12.583057392117917,0.3333333333333333,3,15024,5008.0,0.0,3,3,0.0,2,2,2,0.3333333333333333,0,0,1.731705019825302,2.999401078059493,0,0,1669.3333333333333,0.0,0.0,-5008.0,1.0,13,1.121037667320979,2,3.0,0.0,15.432411524443967,13.095361315019375,0,0,0.3199082387826589,2.857142857142857,40,0,1010,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,0,1,31,1.007335485770721,1,0,1961,0
39,1521,507,1956.0,25.0,0.3333333333333333,3137,522.8333333333334,1280.6748871851382,1902,317.0,776.4882484622675,37.0,11.166666666666666,7.0,2.0412414523193148,1.0,1,0.5,43.333333333333336,22.0,8.382521498133285,0.3333333333333333,6,3137,205.83333333333334,0.16666666666666666,6,6,0.0,4,3,2,0.3333333333333333,0,0,2.444813656732685,5.988545975182946,0,0,87.1388888888889,0.0,0.0,-522.8333333333334,0.8571428571428571,13,1.121037667320979,2,1.833333333333334,-0.20790811898598083,15.432411524443967,13.046501011616225,0,0,0.1890794322887207,2.857142857142857,40,0,1236,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,0,1,37,1.0035770008935558,1,0,1955,0
34,1156,442,1953.5,37.0,0.3333333333333333,5178,1594.0,2482.0823515749835,0,0.0,0.0,48.333333333333336,12.0,15.0,2.1908902300206643,1.0,1,0.6666666666666666,48.333333333333336,17.0,11.254628677422755,0.16666666666666666,6,5178,1594.0,0.0,6,6,0.0,3,2,3,0.0,0,0,1.556164483746071,3.246394984326019,0,0,265.6666666666667,0.0,0.0,-1594.0,0.8571428571428571,13,1.121037667320979,2,1.0,-1.1908902300206643,15.021791148426974,14.010778184001838,0,0,0.22813436508289367,3.2142857142857144,45,0,1311,0,0.0,0.0,0.0,0,2,0.7591137522467994,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,47,1.0777521680001414,1,1,1960,0
31,961,155,1962.0,30.0,0.0,0,0.0,0.0,0,0.0,0.0,41.75,6.5,5.0,3.696845502136472,0.75,0,0.0,37.0,25.0,11.944315244779277,0.75,4,0,0.0,0.0,4,4,0.0,4,4,1,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,5,0.8554613443130139,0,-1.5,-5.196845502136473,5.935542894016911,5.017885004467779,0,0,0.31432408538892836,6.666666666666667,40,0,1066,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,1,1.1871085788033822,1.0528559545142508,5,0,47,1.0035770008935558,1,0,1963,0
51,2601,459,1936.0,14.0,0.6,7298,1459.6,3263.7648199586934,2392,855.8,1185.3759741111678,56.4,13.0,7.0,2.5495097567963927,0.8,1,0.8,48.0,10.0,15.247950681976906,0.2,5,7298,603.8,0.4,5,5,0.0,2,2,3,0.0,1,0,2.2345370532375006,4.996576749281117,7298,0,291.91999999999996,178.0,7298.0,5838.4,1.0,9,0.9838673729142733,1,-4.0,-6.549509756796393,10.68397720923044,9.032193008042002,1,0,0.31118266697912056,4.0,40,0,1490,1,8.895492631451633,0.0,8.895492631451633,0,2,1.04414817336935,0,7298,7298,0,1.1871085788033822,1.0528559545142508,0,1,62,1.0035770008935558,1,0,1943,0
38,1444,380,1957.8333333333333,53.0,0.0,0,0.0,0.0,0,0.0,0.0,46.166666666666664,11.833333333333334,6.0,2.136976056643281,1.0,0,0.5,45.0,22.0,12.712198865656562,0.16666666666666666,6,0,0.0,0.0,6,6,0.0,4,4,5,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8571428571428571,10,0.9939053399066965,1,-1.833333333333334,-3.970309389976615,9.17267735257638,12.113378085910274,0,0,0.2763521492534035,3.6363636363636362,40,0,1396,1,0.0,0.0,0.0,0,0,1.04414817336935,0,0,0,0,0.917267735257638,1.0528559545142508,4,0,44,1.2113378085910274,1,0,1956,0
18,324,126,1962.0,50.0,0.16666666666666666,5178,863.0,2113.9096480218827,0,0.0,0.0,38.333333333333336,10.5,4.0,2.949576240750525,0.6666666666666666,1,0.5,38.833333333333336,34.0,18.74477705033236,0.3333333333333333,6,5178,863.0,0.0,6,6,0.0,3,3,2,0.5,0,0,2.4466546852105124,5.993055555555555,0,0,143.83333333333334,0.0,0.0,-863.0,1.2,7,0.8248866576363352,0,-3.5,-6.449576240750525,6.420874146803467,7.025039006254891,0,0,0.4705801769957914,2.5,20,0,1347,0,0.0,0.0,0.0,1,4,1.04414817336935,0,0,0,1,0.917267735257638,1.0528559545142508,3,0,58,1.0035770008935558,0,0,1976,1
56,3136,504,1961.142857142857,30.0,0.2857142857142857,99999,14285.57142857143,37796.06933644971,1887,269.57142857142856,713.2189605684117,50.857142857142854,10.428571428571429,5.0,2.439750182371333,0.8571428571428571,1,0.2857142857142857,40.0,25.0,11.547005383792516,0.42857142857142855,7,99999,14016.0,0.14285714285714285,7,7,0.0,5,5,2,0.5714285714285714,1,0,2.6455661195843048,6.999510029398236,99999,0,2040.795918367347,1960.764705882353,99999.0,79999.2,1.0,9,0.9838673729142733,1,-1.4285714285714288,-3.8683216109427616,8.255409617318742,10.042557916839725,1,0,0.281634277653476,4.0,40,0,1137,1,11.512925464970229,0.0,11.512925464970229,0,6,1.04414817336935,0,99999,99999,0,0.917267735257638,1.0528559545142508,4,0,58,1.1158397685377472,1,0,1938,0
41,1681,369,1951.5,30.0,0.16666666666666666,0,0.0,0.0,1602,267.0,654.0137613231085,45.5,10.666666666666666,5.0,2.6583202716502514,0.8333333333333334,1,0.3333333333333333,37.0,20.0,12.884098726725124,0.6666666666666666,6,0,-267.0,0.3333333333333333,6,6,0.0,6,3,3,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,-1.666666666666666,-4.3249869383169175,8.583590859233839,9.032193008042002,0,0,0.33905522965066115,4.0,40,0,1308,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.9537323176926488,1.0528559545142508,0,1,54,1.0035770008935558,1,0,1953,0
40,1600,480,1952.8,36.0,0.2,8614,1722.8,3852.2979116366378,0,0.0,0.0,46.8,11.8,4.0,2.2803508501982757,1.0,1,0.4,47.0,30.0,10.954451150103322,0.2,5,8614,1722.8,0.0,5,5,0.0,3,2,3,0.2,0,0,2.2347708038268,4.9970994314885715,0,0,344.56,0.0,0.0,-1722.8,0.8333333333333334,12,1.0125546432438972,1,0.1999999999999993,-2.0803508501982764,14.245302945640585,12.933026016001698,0,0,0.22821773229381923,3.076923076923077,40,0,1233,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,0,1,58,1.0777521680001414,1,0,1954,0
29,841,319,1954.25,30.0,0.5,8614,4075.5,4721.141775743095,0,0.0,0.0,50.5,12.75,5.0,2.0615528128088303,0.75,1,0.5,43.25,25.0,10.90489186863706,0.0,4,8614,4075.5,0.0,4,4,0.0,3,2,3,0.25,0,0,1.158136091191732,2.1130872071630074,0,0,1018.875,0.0,0.0,-4075.5,1.0,11,1.043616212670264,1,-1.75,-3.8115528128088303,11.09802337536378,11.039347009829115,0,0,0.24643823431948159,4.583333333333333,55,0,1218,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0089112159421618,1.0528559545142508,0,1,43,1.0035770008935558,1,1,1965,0
55,3025,550,1946.2,30.0,0.4,15024,4040.4,6536.591221730177,0,0.0,0.0,48.6,12.4,5.0,2.5099800796022267,1.0,1,0.6,44.0,25.0,6.519202405202649,0.0,5,15024,4040.4,0.0,5,5,0.0,4,3,2,0.0,1,0,1.6174076363958472,3.7175236304251,5178,0,808.08,126.29268292682927,5178.0,1137.6,0.8333333333333334,10,0.9939053399066965,1,-2.4000000000000004,-4.909980079602227,9.17267735257638,10.035770008935557,1,0,0.14487116456005886,3.6363636363636362,40,0,1115,0,8.552367266423891,0.0,8.552367266423891,0,2,1.04414817336935,0,5178,5178,0,0.917267735257638,1.0528559545142508,5,0,44,1.0035770008935558,1,0,1939,0
37,1369,481,1961.857142857143,55.0,0.0,0,0.0,0.0,0,0.0,0.0,41.42857142857143,10.571428571428571,4.0,1.7182493859684491,0.5714285714285714,0,0.14285714285714285,40.857142857142854,40.0,23.1259491439708,0.42857142857142855,7,0,0.0,0.0,7,7,0.0,5,3,2,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.4,13,1.121037667320979,2,2.428571428571429,0.7103220426029797,13.231795508421277,13.046501011616225,0,0,0.5524970785248997,6.428571428571429,90,0,1121,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,1,1,30,1.0035770008935558,1,1,1957,0
34,1156,374,1955.6666666666667,24.0,0.3333333333333333,0,0.0,0.0,1902,634.0,1098.1202119986683,40.666666666666664,11.0,6.0,2.0,1.0,1,0.3333333333333333,46.666666666666664,20.0,5.773502691896258,0.3333333333333333,3,0,-634.0,0.0,3,3,0.0,2,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,11,1.043616212670264,1,0.0,-2.0,11.196134660971849,11.039347009829115,0,0,0.1211224340957257,4.166666666666667,50,0,1369,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,50,1.0035770008935558,1,1,1960,0
31,961,372,1949.0,34.0,0.0,0,0.0,0.0,0,0.0,0.0,47.8,10.8,5.0,2.16794833886788,1.0,0,0.2,49.6,20.0,10.644247272588137,0.4,5,0,0.0,0.2,5,5,0.0,4,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8333333333333334,12,1.0125546432438972,1,1.1999999999999993,-0.9679483388678807,14.245302945640585,12.04292401072267,0,0,0.21036061803533868,4.230769230769231,55,0,1193,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,0,1,49,1.0035770008935558,1,1,1963,0
